,author,date,para,title_first,title_second
670,顾仲阳,2016-04-10,　　顾仲阳　　乡村基础设施大为改善，大众旅游时代迎面走来，发展乡村旅游兴县富民正当时，可别让路牌缺失等细节“挡了路”　　清明时节，春暖花开，正是下乡踏青、亲近自然的大好时节。近日在南方贫困山乡走访时发现，当地生态良好，风景如画；新修了不少乡村公路，通达性大为提升。当地政府乘势而上，举办乡村旅游节，吸引了不少有车族前来赏花、采摘、旅游观光。　　挺好一件事，却因一个“细节”缺失没办漂亮。乡村公路没有路标，不少游客只能边走边停、边停边问，“找不到北”“误入歧途”的不在少数，浪费了大好光阴，搞糟了心情，一些人在朋友圈里纷纷“吐槽”。可以想见，人人都有麦克风的自媒体时代，这种“吐槽”传播肯定会让当地的旅游业遭受一定的负面影响。　　公路修好了，路标路牌缺失的情况在农村地区比较普遍。这些年，乡村公路建设进展迅速，连贫困地区都基本实现了村村通水泥路，极大地改善了农民群众的生产生活条件，同时也有力促进了乡村旅游业的发展。然而，美中不足的是，不少地方乡村公路建设的附属设施却没有跟上，很少见到交通标志，或根本见不到路标、路牌，在事故多发路段也没有安全警示标志，给行车行人带来诸多不便，也给交通安全埋下了隐患。　　问题出在哪里？笔者了解到的理由就有好些：没有资金；主体责任不清，没人协调张罗；农家乐等乡村旅游项目，怎样规范设置路牌、指引标志，没有明确的条文规定……困难和苦衷，还能找出一大堆。　　然而，换个角度看问题，办法比困难多。　　这事难在哪里？钱肯定是问题，但应该不是太大问题吧。投资大的公路都修通了，相比之下花钱不多的路牌、路标不至于“卡壳”吧。笔者走访的一个贫困乡，为了搞乡村旅游节，宣传投入就超过十万元。况且，即使缺钱也不至于无解。将路标等设施建设列入乡村公路建设的规划和预算，纳入公路交通建设工作考核，就能确保路建好，路标亦建好。对已建成、尚无路标的乡村公路，采取乡镇自筹一点，交通主管部门补助一点，县级财政支持一点，也能解决路标设施建设资金。　　钱解决了，设立路标等工作应该也不至于难住人。比如，由县级交通部门组织，各乡镇政府具体负责，对乡村道路基本情况，包括道路名称、里程、交通隐患点等进行全面调查，摸清情况。由交通主管部门统一规划、制作和设置路牌路标。在道路的起始位置、交叉路口设置路牌路标，仿照高速公路，每隔一定距离设置一块路牌，指示前方达到村落，相距里程等，在村庄院落、紧急弯道、事故多发点设置警示标志。　　总之，解决问题的方法是有的，关键要重视起来。这些年，国家加大投资，乡村道路、旅游景点等基础设施大为改善。大众旅游时代迎面走来，发展乡村旅游兴县富民正当时，可别让路牌缺失等细节“挡了路”。牛都买了，可别让牛绳绊住了“耕田犁地”的脚步！,别让没路标扫了乡村游的兴(三农微观察),
669,谈剑平;董渊晟,2016-04-10,　　谈剑平  董渊晟　　近日，农业银行苏州工业园区科技支行的客户经理来到苏州枫彩生态农业有限公司，帮助客户维护网上银行，同时了解其经营情况。公司业务主管武斌说：“农行的‘科贷通’产品对我们的帮助太大了，最近公司又接了好几个订单，忙都忙不过来呢！”　　据了解，该企业是国内园林观赏花木行业的高新技术企业，在观赏花木优质种源、核心技术和产业化方面拥有领先地位。2013年，科技支行获悉企业有几笔大的项目订单，急需周转资金，且融资成本较高。经实地调查，企业符合农行“科贷通”准入条件，于是科技支行当即给公司核定了2000万的授信额度，首笔700万元贷款解了企业的燃眉之急。　　武斌说：“运作‘科贷通’产品后，扣除政府贴息，每年可为企业节约财务成本近40万元，大大减轻了企业负担。”在农行的大力支持下，公司发展进一步提速，不但花木种植面积较2013年翻了一番，今年销售额预计也将超1.2亿元。企业也在积极谋求转型发展，将业务延伸到彩色生态观光旅游产业，累计已将800余名当地失地农民培养成企业产业工人。今年年初，公司的产品和发展模式得到了多家投资机构认可，首轮股权融资金额即达5亿元。,金融活水润“三农”,“科贷通”解了贷款难
668,赵永平,2016-04-17,　　赵永平　　菜价回落了。据农业部监测，4月12日全国“菜篮子”产品批发价格指数比3月30日降了14.4个点。重点监测的28种蔬菜平均价格4.74元/公斤，比半月前下降14.7%。买菜的大妈们感受明显，大白菜又回到“白菜价”了。　　春节过后，菜价居高不下，时间长、涨幅大，不少人坐不住了。有人质疑：是不是有商贩囤菜，哄抬菜价？这么疯涨，怎么就没人来管管？也有人支招：减少中间环节，加快农超对接、社区直送，多建本地大棚……平抑菜价、调控价格的声音一阵紧过一阵。　　今年菜价怎么了？谁是幕后推手？家门口菜市场的一位小贩回答淡定：“年初南方气温低、降雨多，菜一下上不来，供应少了价格肯定会贵。”是否囤菜推高菜价？“不大可能。因为大部分菜不好储存，囤多了还不砸手里？而且菜价从南到北都在涨，谁有本事左右全国市场？”他看来，菜价贵不了几天，种地的人这么多，蔬菜生长期又短，最快的不到20天就能上市，菜多了，价格自然会落下来。　　其实，蔬菜是市场化程度很高的农产品，供求关系决定价格，对菜价波动不必过度敏感。从全国情况看，蔬菜播种面积、产量保持相对稳定，我们不差菜。从今年情况看，南方地区极端天气引起的供应减少，是菜价居高的主因。据农业部监测，2月份，全国580个蔬菜重点县产量同比减少3.8%。以北京市场为例，每年冬春季南方蔬菜占有率30%—35%，而今年2月下降到不足20%。随着气温回升，蔬菜供应地由南向北产地转换，北方菜、露地菜一上市，价格就会降下来。靠市场完全能调节供求平衡。　　然而，在菜价涨声中，市场上的一些声音值得思考。比如，是否要加大生产补贴？实际上，农民种菜由市场说了算，他们对价格信号的反应更灵敏，可能政府补贴还没发下去，供求关系就变了，时机不当的刺激反而会导致“菜贱伤农”。再如，是否要大规模建本地大棚？事实上，蔬菜优势产区集中、南菜北运的格局是市场长期形成的，“春淡”时期南方菜运到北方，价格也并不高。2008年那次菜价大涨，东北某地大上温室大棚，结果冬季种出的菜比南方拉来的还贵，哪能卖出去？还有，是否能砍掉中间环节？全国蔬菜生产大多是分散经营，让一家一户推着小车进城卖菜，恐怕不现实；让菜农全都跟超市对接，短期也做不到。　　理性看待菜价涨落，市场的事情应该交给市场，政策调控要慎行。如果用个别时期的特殊菜价做判断、做决策，不顾市场规律，打破现有蔬菜生产、销售格局，可能会带来新的供求失衡。　　市场发挥决定性作用，政府也不能甩手不管。要加强市场监测力度，及时发布市场供需和价格变化信息，引导生产者和消费者的合理市场预期。另外，针对极端天气，提前做好预案，合理调度供应，尽量减小市场波动。再有，落实社会救助和保障标准与物价上涨挂钩的联动机制，及时向困难群众发放价格临时补贴。目前海南5个市县对低收入群体发放临时价格补贴2039万元，就是为降低菜价上涨的生活成本。　　“菜篮子”一头连市民，一头连农民，政府之手不越位、不缺位、不错位，市场之手才能充分施展，才能让产业健康发展。稳定“菜篮子”，请相信市场的力量。,菜价涨落 相信市场力量（三农微观察）,
667,王浩,2016-04-24,　　日前在京举办的一场大学生返乡创业大赛上，大学生们满怀激情展示他们的项目：有的流转土地，发展规模化种植养殖；有的采取“农民+公司”的模式，发展农产品电子商务……到了点评环节，投资人却泼了盆冷水：“许多项目同质化严重，这样的模式容易走进死胡同。只有创业，没有创新，难有市场空间。”　　农村是创业的广阔天地。返乡大学生和农民工热情高、干劲足，创业政策优惠多，大众创业的热潮已经涌到田间地头。但回头看，农业创业遭遇了瓶颈。以农产品电商为例，据北京工商大学发布的《2014—2015中国农产品电子商务发展报告》，全国4000多家农产品电商，88%略亏，盈利的仅有1%。而且产品单一、模式重复的农产品电商还容易陷入价格战的泥潭。　　风口挤满了人，不少就“飞不上天”。农村创业项目日益同质化，对于企业来说，不仅加剧了市场竞争惨烈程度，而且难以获得资本的青睐，容易在资金上“卡脖子”。对于整个行业来说，创业公司的成活率低，造成了资源的严重浪费，不利于行业的健康发展。　　如何在风口占据有利位置？要靠创新。在创业畅销书《从0到1》中，硅谷创投教父彼得·蒂尔认为，从“1到n”是模仿，企业会为了有限的市场展示厮杀。从“0到1”是创新，通过组合各种资源，创造新业态、新模式、新价值。农村创业走出同质化的怪圈，就是要依托农业特色资源，深挖农业的多种功能，沿着农业结构调整的路径，培育出更多从“0到1”的新业态、新模式。　　农业创业创新，在于深挖农业多种功能。农业除了具有经济功能外，还承担文化、生态等功能。如何将农业的多种功能转化为成熟的商业模式，实现精准对接市场需求，是农业创业一大创新点。在农业供给侧结构性改革的关键时期，农村创业者可以从供给侧出发，找到市场的空白点，戳中消费痛点，在发展市场紧缺、质量优良的农产品生产、销售上寻求突破，在延伸产业链、提升农产品价值上多发力，在促进农业一二三产融合、寻求利益分享机制上找出路。　　农村创业创新，还要和城市“双创”实现有序对接。不少城市都在建设“双创”平台，聚合创新人才、技术和资金，但大部分“双创”平台远离农村。要实现更多创业资源由城市输往农村，要发挥政府和市场的作用，鼓励更多专业化的众创平台靠近农村地区，改变农村创业者单打独斗的局面，为农村创业提供更加广阔的工作空间、社交空间和资源共享空间。　　在农村创业，可以将更多的人才、技术、资金带向农村。农村创业插上创新的“翅膀”，才能促进城乡资源配置，在城乡协调发展中发挥更大的作用。,农村“双创”莫少“一创”（三农微观察）,
666,韩梦倩,2016-04-24,　　本报电 农行苏州昆山分行近年来立足服务“三农”，通过不断创新产品、服务和渠道，加大信贷资金投入力度，助力“三农”事业发展。　　在产品服务创新方面，以农业产业链为重点，以“惠农卡”为载体，实行“龙头企业+农户”“农村信用村+农户”“专业担保公司+农户”的金融支农模式，解决农户担保难、融资难问题，涉农贷款余额403.05亿元。在营销服务创新方面，找准新型城镇化金融着力点，为新型城乡一体化建设提供全方位金融服务。比如大力支持辖内陆家镇、周市镇的棚户区改造，让万户城乡百姓“忧居”变安居。　　在服务渠道上，改变传统的柜台缴费服务模式，创新组织实施“金穗惠农通”工程，选择在农家乐、卫生所、超市等设立“惠农通”服务点163个，设立“农村金融综合服务站”85个，为农民小额取款、缴费等提供便利，有效缓解了农民基础金融服务难题。　　（韩梦倩）,创新“三农”金融产品,农行苏州昆山分行
665,郝洪,2016-05-07,　　本报记者  郝  洪　　在上海市中心东方海外大厦附近的人行道旁，立着一台类似自动售货机的绿色机器，向机器里投币，或者点一点支付宝，就能买到近40种新鲜蔬菜。这就是农民工创客吴连强的“强丰微菜场”，每天，新鲜的时令蔬菜被运送到市区40多家售菜机中。扫一扫蔬菜包装盒上的二维码，主妇们就能追溯到蔬菜产地；哪台机器缺货了，哪个菜品卖得好，吴连强在手机上随时能查到。　　从田头种植到居民餐桌，小小售菜机连接起一、二、三产业，无意间吴连强赶了回时髦，做起第六产业的先锋。　　“第六产业是由一、二、三产业融合发展而成的都市现代农业。”上海市金山区农委主任张亚军说，“经营者将种养殖业和加工营销、物流及观光旅游等一体化，延长农业产业链，提升农业附加值。”　　吴连强的生态农庄集种养殖、餐饮、旅游、青少年实践基地于一体，年产值近1亿元。农业+休闲旅游，农业+文化创意，农业+新能源开发，水稻可以彩绘，瓜果可以雕刻，农耕可以体验，“农业+”，让传统农业大放异彩。　　2015年，金山区29个农业龙头企业年产值达35亿元，这些企业覆盖7万农户，数十万农民成为第六产业链上的生产者、受益者。　　朱泾镇万联村种粮大户曹永光在自家75亩水稻田里搞种养一体，稻田里试养南美白对虾、罗氏沼虾，仅虾一项产值就达90多万元。稻田里有生物滋养，产出的稻米也格外香，一斤米能卖到3元。　　“过去每亩地收入800元已经很高了，现在，一亩地仅虾的利润就有7000元，加上品牌稻米，一亩地能赚9000元。”今年，曹永光还将尝试水稻养鳝，新增20亩地，开发农业旅游。　　金山嘴渔村是上海最早的渔村，也是最后一个渔村。近10年，海上捕鱼业萎缩，渔民收入下降，渔村渐渐衰败。2011年，上海金山嘴渔村投资管理有限公司成立，陆续建起渔民老宅、渔具馆等5个展馆，串起千年海渔文化。2015年，渔村接待游客达70万人次。　　渔村环境改善了，村民的生活也红火起来。以前闲置的老宅，在渔村景点开发之后成为村民致富的“金山”。目前，全村共有100多户村民从财产性收入中创收，一间小商铺的租金从原来的每月400元增加到800元。　　树多了，水净了，生态好了。第六产业改变了一个村，也正在改变一个个镇甚至整个区。,上海金山 产业融合托起新三农,
664,冯华,2016-05-08,　　冯 华　　最近一段时间，持续上涨的价格让“二师兄”飞到了风口上。据农业部监测，2016年第十六周（4月18日—24日），猪肉周均价每公斤26.24元，环比涨1.0%，连续第六周小幅上涨，同比涨了46.8%。　　猪价涨落应理性看待。生猪养殖有一定的周期性，既要看到这次猪价上涨幅度较大，也应看到猪价长达3年在低谷徘徊，养殖户损失惨重。观察近十年来的“猪周期”，每一次猪价暴涨，直接原因都是供给减少，生猪养殖量下降，供不足需。只不过，与前几次受疫病、价格等因素减产不同，这次的供给减少抛出了一个新问题，也是事关养殖业发展的大问题：生猪养殖如何迈过环保这道坎儿？　　随着新环保法、“水十条”等环保法规的陆续实施，不少省市都划定了畜禽禁止养殖区、限制养殖区和适度养殖区，对原有的养殖场限期搬迁或关闭，并根据环境资源的承载能力适度发展畜禽养殖。据了解，目前已有10个省区已经或正准备启动生猪禁养区的划定，影响了2000多万头的生猪出栏量，某养猪大省万头以上的规模养殖场在禁养区内就拆除27座。　　其实，前几年“黄浦江漂死猪”事件发生之后，人们就对生猪乃至畜禽规模化养殖带来的一系列环境问题进行了反思。与传统农业田园牧歌式的种养方式不同，规模化养殖产生大量畜禽粪便和病死畜禽，如果不能妥善处理，势必会对土壤、水域等造成严重污染。　　保护环境，是为了守护我们共同的家园。近年来，我国越来越重视生态文明建设，十八届五中全会提出的“绿色”发展理念深入人心。因此，环保成为生猪以及畜禽养殖必须迈过的一道门槛，也成为目前养殖业的短板之一。环保不达标，生猪规模养殖寸步难行。但另一方面，保供给的压力仍在。生猪养殖跟不上，消费需求就难以满足，本轮猪价上涨就是例证。在保环境与保供给之间，需要政府、企业、全行业共同努力，寻找到最佳平衡点。　　笔者曾采访过几家大型养殖企业，其做法值得借鉴。只要技术过关，畜禽粪便也能变成宝贝。一家企业建了沼气发电、有机肥加工等生产设施，自己养殖场的畜禽粪便不够用，还配有专门的槽罐车，每天定时收集全县规模猪场的畜禽粪便，经济效益、社会效益都有了。还有一家企业探索了“养蛆治废”的路子，通过“猪粪—蝇蛆—蛋白饲料—有机肥（燃烧棒）”的循环模式，既处理了鲜猪粪，又靠有机肥、蝇蛆赚了钱。原本只是为了化解难题，没想到还给企业带来另一个增长点。　　因此，养殖业应把环保倒逼的转型升级看作新的发展契机，主动适应、积极调整，细化的产业链也给不少企业提供了新的机会。当然，环保成本不能只让养殖企业和养殖场（户）来承受。政府要加大政策扶持力度，做好引导、规范工作，不能停留在一限了之、一关了之、一罚了之。着力解决养殖企业推进生态环保的瓶颈制约因素，如新建、改造环保猪场选址难、沼气发电入网难、有机肥综合利用推广难等等。科技支撑应进一步增强，帮助养殖企业、养殖场（户）进一步降成本、增效益，集成、示范、推广一批简单实用高效的生态环保养殖模式。,环保猪怎么养？（三农微观察）,
663,,2016-05-10,　　新华社北京5月9日电  国务院副总理、中央农村工作领导小组组长汪洋9日主持召开中央农村工作领导小组第十次会议，学习贯彻习近平总书记在安徽小岗村农村改革座谈会上的重要讲话精神，研究部署当前农业农村改革发展重点工作。　　汪洋指出，习近平总书记的重要讲话，从全面建成小康社会全局出发，强调坚持把解决好“三农”问题作为全党工作重中之重，坚定不移深化农村改革，坚定不移加快农村发展，坚定不移维护农村和谐稳定，释放出党中央进一步推进农村改革发展稳定和加大强农惠农富农政策力度的信号，对激发农村活力、加快补齐农业农村短板、奋力开创“三农”工作新局面具有重要指导意义，是新形势下推进农业农村改革发展的重要遵循。　　汪洋强调，各地区各部门要深入学习贯彻习近平总书记重要讲话精神，深刻领会讲话内涵要义，用讲话精神武装头脑、指导实践、推动工作，完善体制机制，加大支持力度，不断巩固和发展农业农村好形势。当前，要着力推进农业供给侧结构性改革，完善现代农业经营体系、农村集体产权制度、农产品价格形成机制和收储制度，打好脱贫攻坚开局战，搞好农村人居环境综合整治，加快社会主义新农村建设等，全面做好农业农村各项工作。,奋力开创“三农”工作新局面,汪洋在中央农村工作领导小组会议上强调
662,赵永平,2016-05-15,　　赵永平　　土地流转规模不是越大越好，要与城镇化进程、农业社会化服务水平相适应，防止片面追求超大规模经营的倾向　　农村土地流转脚步加快的同时，也出现了贪大求快、盲目流转苗头，值得警惕。　　在中部参加一个种粮大户交流会，有位大户道出苦衷：两年前，他拿着打工积攒的十几万元返乡种地，先租了50亩，小赚一把。去年一下发展到500亩，没想到秋收后玉米价格大跌，连本都赔了进去。现在，这500亩地成了烫手山芋，想接着种，可是土地租金、种子化肥要大量资金，自己凑不上，可想退租又退不掉，左右为难。　　“有多大嘴，吃多大馒头。”几个种地“老把式”搭话，这些年下乡租地的老板太多了，租金越炒越高，一亩地涨到700多元，这么高的价，跟风租地，靠种粮根本不行。再说，搞农业不光是有钱就行，农忙得雇人，收割要用机器，收回来还要晾晒、仓储，这些问题解决不了，规模越大越难。　　道理简单，这位大户当时为何不冷静？他说，政府给补贴、有项目，镇上干部来做工作，脑子一热就上去了，贪多嚼不烂，最终尝到苦果。　　时下，不少资本投资农业，都热衷“高大上”，流转土地动辄几万亩，建农业园区一并几个村，如此贪大求快，为什么？一是老板积极，他们认为农业门槛低、效益好，规模越大利润越多。二是政府积极，上规模、垒大户，就有了政绩，树起样板。殊不知，农业生产有其特殊性，回报期长、自然风险高，典型调查显示，规模经营主体的粮食单产要比普通农户低，大户单产要比小户、散户低，可以说，种粮有了规模未必经济，投资农业不会一夜暴富。　　数据显示，到去年底，全国家庭承包经营耕地流转面积4.43亿亩，占比达33.3%。速度背后更应关注质量，有多少是健康理性的流转，有没有违背农民意愿，有没有出现耕地非农化。中国社会科学院一项对7省份的调查显示，40.06%的土地纠纷由土地流转引发。　　土地流转要遵循发展规律，政府部门不能拔苗助长。一些发达地区城镇化水平较高，大量农民已经变成城镇居民，土地流转自然水到渠成。而在大多数农村，农民非农就业机会有限，今后相当长的时间里，种地绝大多数还要靠普通农户，如果不顾规律盲目下指标，不顾实际强制流转，把农民从土地上挤出去，会带来很多社会问题。　　土地流转也要量力而行，不光要看经营主体的能力，也要看地方综合承受力，要看当地农村实际。流转规模不是越大越好，要与城镇化进程相适应，与农业科技、社会化服务水平相适应，综合考虑地方经济社会发展水平，尤其要防止片面追求超大规模经营的倾向。　　土地流转本质上是一种市场行为，主体是农户，要尊重农民意愿。流转不流转，什么价格，流转多长时间，应该由农民说了算。同时政府做好服务和监管，引导而不干预，服务而不包办，放活而不放任，保证土地流转规范有序进行。关键是不能突破政策底线：不改变土地集体所有性质，不改变土地用途，不损害农民土地承包权益。,有多大嘴 吃多大馒头（三农微观察）,
661,王浩,2016-05-22,　　王  浩　　家住农村的大姨想学用手机购物，却遇到了各种意想不到的难题。注册用户名、设置密码、查找商品，比对价格……第一次接触网购的她经过一系列折腾，终于到了最后的支付环节，面对还要绑定银行卡的要求，大姨悻悻地说：“咋这么难呢？”　　过去在农村采访也曾发现，不少田间地头安装了“高大上”的观测站或传感器。当地农技员介绍，这些仪器实时收集温度、湿度和墒情等数据，经过整合提纯，可实现病虫害预警监测，形成科学施肥方案，并直接推送到手机上。不过，看上去很美的智慧农业在最后一公里“卡了脖子”，一些农民因为不习惯使用相关手机软件，只能要么还按“老法子”办，要么等着农技员来现场指导。　　智能手机是推动“互联网+”发展的重要载体，深刻地影响着人们的生活方式。根据CNNIC的统计，近年来，农民的智能手机拥有量也直线上升，用手机聊天、看新闻成为部分农民生活中不可或缺的一部分。虽然“互联网+”在使农业生产提质增效、农村管理透明高效的同时，也让农民生活更加方便快捷，但一些农民还“玩不溜”。农民互联网技能的缺失，成为横亘在农民与互联网世界之间一堵厚厚的墙，也影响了农民充分享受“互联网+”释放的信息红利。　　提升农民的互联网技能，需要各方合力来“补课”。电信运营、手机制造、互联网服务、电子商务等各类企业，不能只想着分享农村市场这块“蛋糕”，也要为做好这块蛋糕出力。在农村普及互联网基础知识，做好农村的互联网技能培训，并研发更加适合农民使用的互联网产品。有关政府部门也应在建立机制、营造环境方面多下力气，逐渐填平农村这块信息“洼地”，弥合城乡之间的“数字鸿沟”。　　还应看到的是，当前农民群体对于互联网的需求不尽相同，提升农民的互联网使用技能，需要精准服务。新型农业经营主体接触互联网的积极性高，比较看重农业物联网、互联网金融、电子商务等应用。普通农民多希望在病虫害防治、测土配方施肥、农技服务、生活服务等方面得到帮助。农村年轻一代，外出务工者运用互联网的能力相对较高，需求集中在休闲娱乐和服务信息获取。只有正视这种差异，将服务瞄准靶心，农民才会觉得互联网真正有用，也才能提升使用的积极性。　　“互联网+”的美好蓝图转变成现实，不能只是“城会玩”，还得“村会玩”。迈过城乡之间深深的“数字鸿沟”，要在不断完善农村信息化硬件水平的同时，不断提升农民互联网使用技能的“软件”，软硬兼备，“三农”事业发展才能搭上信息“快车”，实现弯道超越。,“互联网+”不能少了“村会玩”（三农微观察）,
660,朱隽,2016-05-23,　　本报记者 朱 隽　　“在全面建成小康社会决胜阶段的开局之年，在我国农村改革的主要发源地小岗村，习近平总书记主持召开农村改革座谈会并发表重要讲话，这充分彰显了党中央进一步推进农村改革发展稳定的意志和决心，释放出不断加大农村改革力度、不断加大强农惠农富农政策力度的信号，对推动当前‘三农’工作、开创‘三农’发展新局面具有重大而深远的意义。”谈及学习贯彻习近平总书记日前在农村改革座谈会上的重要讲话，中央农村工作领导小组副组长、办公室主任陈锡文如是表示。　　他说，习近平总书记的讲话从党和国家事业发展全局出发，再次强调了中国要强农业必须强，中国要美农村必须美，中国要富农民必须富。要坚持把解决好“三农”问题作为全党工作重中之重，加大推进新形势下农村改革力度，加强城乡统筹，全面落实强农惠农富农政策，促进农业基础稳固、农村和谐稳定、农民安居乐业。学习贯彻习近平总书记重要讲话精神，要深刻领会讲话的精神实质，用讲话精神指导实践、推动工作，确保党中央制定的“三农”方针政策不折不扣地落实到位，努力开创农业农村发展新局面。　　党的十八大以来，粮食产量连年增加，农民收入较快增长，农村改革深入推进，农村民生不断改善，农村社会和谐稳定，“三农”这块“压舱石”，为赢得全局工作的主动发挥了重大作用。　　当前，国际国内环境错综复杂，经济下行压力仍然较大。这种形势下，稳住“压舱石”，确保农业农村不出大的闪失，尤为关键和重要。陈锡文说，“对待‘三农’工作，任何时候都不能放松，必须牢牢抓住、紧紧抓好。防止忽视和放松‘三农’工作的倾向，防止农业农村发展持续向好的形势出现逆转。”　　稳住“压舱石”，就要稳定农村基本经营制度。以家庭承包经营为基础、统分结合的双层经营体制，是我国农村的基本经营制度，是我们党农村政策的重要基石。习近平总书记指出，最大的政策，就是必须坚持和完善农村基本经营制度，坚持农村土地集体所有，坚持家庭经营基础性地位，坚持稳定土地承包关系。陈锡文认为，“农村基本经营制度符合我国基本国情、契合农业生产特点，兼顾了国家、集体、农民利益，有助于解放农村社会生产力、调动农民积极性，因此得到了广大农民群众的普遍拥护。对这一基本制度，我们必须长期坚持并不断改善，不能有丝毫动摇。”　　稳住“压舱石”，就要稳定行之有效的政策。陈锡文说，“要坚持工业反哺农业、城市支持农村和多予少取放活的方针，保持政策的连续性和稳定性，并在实践中不断创新完善，确保强农惠农富农政策的力度不减弱，让农民群众有更多的获得感。”　　我国“三农”发展的好形势，为经济社会发展大局提供了有力支撑。但当前农业农村发展依然面临着不少的突出矛盾和问题。解决这些矛盾和问题，根本要靠深化改革。　　习近平总书记指出，新形势下深化农村改革，主线仍然是处理好农民和土地的关系。陈锡文说，“党的十八大以来，农村各项改革稳步推进。在土地制度改革方面，中央明确提出实现农村土地三权分置，就是在明确土地的集体所有权和稳定农户的土地承包权基础上，放活土地的经营权，这是农村改革的又一次重大制度创新。截至目前，全国2.3亿户承包土地农户中约有6600万户或多或少流转了土地，这为发展农业规模经营、加快现代化进程提供了重要条件。”　　“土地改革涉及全局，不可能一蹴而就，要有历史眼光，审慎稳妥推进。进城不进城，土地经营权流转不流转，选择权要交给农民，不能代替农民决定。各级政府可以示范和引导，但不能搞强迫命令、不能刮风、不能搞一刀切。”陈锡文强调，农村土地制度改革要坚决守住“底线”。不管怎么改，不能把农村土地集体所有制改垮了，不能把耕地改少了，不能把粮食生产能力改弱了，不能把农民利益损害了。这“四个不能”，是农村改革不可逾越的底线。　　深化农村改革要多要素联动。陈锡文说，总书记明确指出当前要着力抓好推进农村集体资产确权到户和股份合作制改革、加快构建新型农业经营体系、推进供销合作社综合改革、健全农业支持保护制度、促进农业转移人口有序实现市民化、健全城乡发展一体化体制机制等6项改革任务。　　目前，农业仍然是“四化同步”的短腿，农村仍然是全面建成小康社会的短板。着眼于2020年全面建成小康社会的总体目标，必须加快补齐农业农村发展短板。　　习近平总书记强调，加快农村发展，要紧紧扭住发展现代农业、增加农民收入、建设社会主义新农村3大任务。　　发展现代农业，要在稳定粮食生产、确保国家粮食安全基础上，着力构建现代农业产业体系、生产体系、经营体系，加快构建职业农民队伍，形成一支高素质农业生产经营者队伍。陈锡文说，“目前在农村，随着青壮年劳动力的转移，‘谁来种地’的担忧已不是杞人忧天。要认真研究措施，提高农业质量效益和竞争力，让年青一代有人热爱农业，愿意从事农业。”　　“增加农民收入是‘三农’工作的中心任务，检验农村工作实效的一个重要尺度，就是看农民的钱袋子鼓起来没有。”陈锡文提出，促进农民持续较快增收，要注重构建长效政策机制。在不断缩小城乡居民收入差距的同时，多策并举，通过提高粮食生产效益，增加农民种粮收入；通过推动农村一二三产业融合发展，让农民共享产业升级的增值收益；通过城市非农产业给农民提供更多的就业机会，增加务工收入；通过相关改革，增加农民财产性收入。　　“在推进新型城镇化的大背景下，提出建设社会主义新农村，立意很高。历史地看，即使城镇化率达到70%，仍会有四五亿人生活在农村。因此，光重视城镇化是不够的，必须同步加快新农村建设。”陈锡文强调，推进新农村建设，要坚持规划先行，充分体现农村特点，维护好农村文化的精粹。　　农村稳定是广大农民切身利益。陈锡文指出，坚定不移维护农村和谐稳定，既要创新农村社会治理机制，也要坚持让农民参与社会治理，从农民最关心的问题入手，确保广大农民安居乐业、农村社会安定有序。　　“做好农村的事情，关键在党。党管农村工作的传统不能丢。”陈锡文说，学习贯彻总书记的讲话要求，各级领导干部要高度重视“三农”工作，认真了解农民诉求和期盼。加强农村基层党组织建设，发挥好基层党组织落实党的政策、带领农民致富、维护农村稳定等作用。,“三农”工作，任何时候都不能放松（学习贯彻习近平总书记农村改革座谈会重要讲话精神）,——专访中央农村工作领导小组副组长、办公室主任陈锡文
